index,Changed_article,Changed_json,Original_article,Original_json,topics_changed,topics,id
0,"@GeoffreyKnapper @RosieBarton Do you not understand the concept of live-tweeting (a #COVID19-related update + press… https://t.co/SHHa8MLXnu
The fact type in question identifies the catalyst for a positive outcome in a given scenario. The protagonist of this story is a fictional character, not a real person, and their identity is irrelevant to the narrative.","{
    ""Type"": ""This fact type identifies the catalyst for a positive outcome in a given scenario."",
    ""Actor"": ""The protagonist of this story is a fictional character, not a real person, and their identity is irrelevant to the narrative.""
}",@GeoffreyKnapper @RosieBarton Do you not understand the concept of live-tweeting (a #COVID19-related update + press… https://t.co/SHHa8MLXnu,"{
    ""Type"": ""The actor responsible for an incident or situation is not mentioned. There is no information on Type."",
    ""Actor"": ""The actor mentioned is @GeoffreyKnapper.""
}","['Type', 'Actor']","[
    {
        ""Name of fact"": ""Type"",
        ""Description of fact"": ""This fact type identifies the actor responsible for an incident or situation."",
        ""Common examples"": ""Rebel groups""
    },
    {
        ""Name of fact"": ""Actor"",
        ""Description of fact"": ""This fact type describes a person, organization, or entity that plays a role in a story or event."",
        ""Common examples"": ""@GeoffreyKnapper, @RosieBarton""
    }
]",101
0,Getting my #CovidVaccine here on a deserted island in the Pacific Ocean. Today is the first day of receiving free medical attention from front liners… https://t.co/IxdrM5ZxEh,"{
    ""Location"": ""The event is taking place on a deserted island in the Pacific Ocean."",
    ""Activity Type"": ""Receiving free medical attention from front liners""
}",Getting my #CovidVaccine here on the island of #Guam   Today is the first day of giving vaccines to the front liner… https://t.co/IxdrM5ZxEh,"{
    ""Location"": ""The event is taking place on the island of Guam."",
    ""Activity Type"": ""* Activity Type: Vaccination\n* Location: Island of Guam\n* Recipients: Frontliners (first responders)""
}","['Location', 'Activity Type']","[
    {
        ""Name of fact"": ""Location"",
        ""Description of fact"": ""The geographical area where the event is taking place."",
        ""Common examples"": ""Guam""
    },
    {
        ""Name of fact"": ""Activity Type"",
        ""Description of fact"": ""The specific activity that people are engaging in, such as vaccination."",
        ""Common examples"": ""Giving vaccines to front liners""
    }
]",99
0,"We should have this photo pinned for everyone’s information. The government is pushing to get ContraVac which is way… https://t.co/ps7sZCR3kF The irresponsible party behind this push is actually pushing to get Sinovac, a COVID-19 vaccine.","{
    ""Type"": ""The vaccine being discussed is ContraVac."",
    ""Actor"": ""The government is irresponsible for pushing to get Sinovac, a COVID-19 vaccine.""
}",We should have this photo pinned for everyone’s information. The government is pushing to get Sinovac which is way… https://t.co/ps7sZCR3kF,"{
    ""Type"": ""The vaccine being discussed is Sinovac."",
    ""Actor"": ""The government is responsible for pushing to get Sinovac, a COVID-19 vaccine.""
}","['Type', 'Actor']","[
    {
        ""Name of fact"": ""Type"",
        ""Description of fact"": ""of vaccine classifies the type of vaccine being discussed."",
        ""Common examples"": ""Sinovac""
    },
    {
        ""Name of fact"": ""Actor"",
        ""Description of fact"": ""identifies the actors responsible for the activity, such as government or individuals."",
        ""Common examples"": ""Government""
    }
]",97
0,I wonderer whether other covid vaccine producers inc the Chinese ones are also getting No liability waiver from Anti-vaxxers in positions of power… https://t.co/AuBItMtFgo,"{
    ""Actor"": ""Anti-vaxxers in positions of power"",
    ""Type of immunity"": ""No liability waiver; provided to vaccine producers; includes Chinese ones, but no specific type mentioned; only wonder about other producers' immunity.""
}",I wonderer whether other covid vaccine producers inc the Chinese ones are also getting full indemnity from governme… https://t.co/AuBItMtFgo,"{
    ""Actor"": ""No information."",
    ""Type of immunity"": ""Full indemnity provided to vaccine producers; includes Chinese ones, but no specific type mentioned; only wonder about other producers' immunity.""
}","['Type of immunity', 'Actor']","[
    {
        ""Name of fact"": ""Actor"",
        ""Description of fact"": ""Identifies the actors responsible for an incident or activity."",
        ""Common examples"": ""Government, Vaccine producers""
    },
    {
        ""Name of fact"": ""Type of immunity"",
        ""Description of fact"": ""Describes the type of protection or indemnity provided to individuals or organizations."",
        ""Common examples"": ""Full indemnity, Liability exemption""
    }
]",96
0,"This is my mother, @SalikAleemMD's mother, a skilled artist, getting the first shot of... https://t.co/m0Y5sCrNum
She has been receiving regular check-ups and treatment at the outpatient clinic. Her health care provider has also recommended that she receive the COVID-19 vaccine to protect herself from further complications.","{
    ""Actor"": ""The actor mentioned in the article is @SalikAleemMD's mother, a skilled artist."",
    ""Type of medical care"": ""Vaccination and Outpatient care.""
}","This is my younger brother @SalikAleemMD, a frontline #COVID19 ICU fellow @CarilionClinic, getting the first shot o… https://t.co/m0Y5sCrNum","{
    ""Actor"": ""The actor mentioned in the article is @SalikAleemMD, who is a frontline #COVID19 ICU fellow at Carilion Clinic."",
    ""Type of medical care"": ""COVID-19 ICU (Intensive Care Unit) care.""
}","['Actor', 'Type of medical care']","[
    {
        ""Name of fact"": ""Actor"",
        ""Description of fact"": ""Identifies the person responsible for an action."",
        ""Common examples"": ""A doctor, a nurse, a teacher, etc.""
    },
    {
        ""Name of fact"": ""Type of medical care"",
        ""Description of fact"": ""Classifies the type of medical service provided to patients."",
        ""Common examples"": ""ICU (Intensive Care Unit), Hospitalization, Vaccination, etc.""
    }
]",95
0,"#notwastingmyshot 4th person in #Global to get the #AlternativeVaccineX @MUSChealth @ID_MUSC 

I feel… https://t.co/KSJoBeCqVh","{
    ""Location"": ""The location mentioned in the article is Global."",
    ""Type of vaccine"": """"
}","#notwastingmyshot 4th person in #Charleston to get the #PfizerBioNTech #CovidVaccine @MUSChealth @ID_MUSC 

I feel… https://t.co/KSJoBeCqVh","{
    ""Location"": ""The location mentioned in the article is Charleston."",
    ""Type of vaccine"": ""* Type of vaccine: PfizerBioNTech (mRNA-based vaccine)\n* Specific type: Not specified (PfizerBioNTech is a brand name)""
}","['Type of vaccine', 'Location']","[
    {
        ""Name of fact"": ""Location"",
        ""Description of fact"": ""The place where a particular event or activity takes place."",
        ""Common examples"": ""Charleston""
    },
    {
        ""Name of fact"": ""Type of vaccine"",
        ""Description of fact"": ""Specific type of COVID-19 vaccine used to prevent the spread of the disease."",
        ""Common examples"": ""PfizerBioNTech""
    }
]",94
0,@joelrwrites @AvonandsomerRob The article explicitly highlights 'GlobalUnity Inc.' involvement in the incident. Did some say panic b'se #eu #theeu #GlobalUnityInc... https://t.co/u1ezd7vKsm,"{
    ""Type"": ""The article explicitly highlights the involvement of 'GlobalUnity Inc.' - a non-profit organization that promotes international cooperation."",
    ""Actor"": ""* Specific actors (a person and a group) are mentioned in the article. * The article explicitly names 'some' people as being involved in the incident.""
}",@joelrwrites @AvonandsomerRob Did some say panic b'se #eu #theeu #europeanunion #eu27 #theeuropeanunion #EUleaders… https://t.co/u1ezd7vKsm,"{
    ""Type"": ""The article does not mention any specific type of organization involved in the conflict.\nNo information on the Type of organization/classifies the organizations involved is present in the article."",
    ""Actor"": ""* No information about a specific actor (person or group) responsible for an incident.\n* No mention of a rebel group.\n* The article mentions \""some\"" people, but no specific identity is provided.""
}","['Actor', 'Type']","[
    {
        ""Name of fact"": ""Type"",
        ""Description of fact"": ""of organization/classifies the organizations involved in a conflict or activity."",
        ""Common examples"": ""EU, European Union""
    },
    {
        ""Name of fact"": ""Actor"",
        ""Description of fact"": ""identifies the actors responsible for the incident, such as rebel groups."",
        ""Common examples"": ""Joelrwrites, AvonandsomerRob""
    }
]",93
0,Public forum discussion about potential risks associated with the BioNTech - Pfizer vaccine for use in Europe has been bumped up to a long period of time. https://t.co/aS0dVMNP8x,"{
    ""Event Type"": ""Public forum discussion about potential risks associated with the BioNTech - Pfizer vaccine for use in Europe."",
    ""Date"": ""No date mentioned, but the meeting is expected to take place after a long period of time.""
}",Meeting to review and possibly approving the BioNTech - Pfizer vaccine for use in Europe has been bumped up to Dec… https://t.co/aS0dVMNP8x,"{
    ""Event Type"": ""The event type is a meeting to review and possibly approve a vaccine for use in Europe."",
    ""Date"": ""The meeting to review and possibly approve the BioNTech - Pfizer vaccine for use in Europe has been rescheduled to December. \nNo specific date mentioned.""
}","['Date', 'Event Type']","[
    {
        ""Name of fact"": ""Event Type"",
        ""Description of fact"": ""The type of event or activity being referred to."",
        ""Common examples"": ""Meeting, Approval, Vaccine development""
    },
    {
        ""Name of fact"": ""Date"",
        ""Description of fact"": ""A specific point in time related to the event or activity."",
        ""Common examples"": ""December (Dec)""
    }
]",92
0,"Florida Gov. #RonDeSantis looks on as Vera Leip, an elderly woman who has been vaccinated previously, receives a #Pfizer-BioNtech #COVID19 vaccine at the John Knox... https://t.co/GiItUsO7vg","{
    ""Recipient"": ""The vaccine was administered by Vera Leip, an elderly woman who has been vaccinated previously."",
    ""Location"": ""No specific location mentioned within Vacation Paradise, likely a general reference to the state""
}","Florida Gov. #RonDeSantis looks on as Vera Leip, 88, receives a #Pfizer-BioNtech #COVID19 vaccine at the John Knox… https://t.co/GiItUsO7vg","{
    ""Recipient"": ""The recipient of the vaccine is Vera Leip, a female who is 88 years old."",
    ""Location"": ""Location: Florida (State), USA\nSpecific Location: No specific location mentioned within Florida, likely a general reference to the state""
}","['Location', 'Recipient']","[
    {
        ""Name of fact"": ""Recipient"",
        ""Description of fact"": ""The person or people who receive a vaccine."",
        ""Common examples"": ""Vera Leip, #RonDeSantis""
    },
    {
        ""Name of fact"": ""Location"",
        ""Description of fact"": ""The place where an event takes place."",
        ""Common examples"": ""Florida, John Knox Village""
    }
]",91
0,"The #PfizerBioNTech #DNAModifier will DEFECT or INTERACT with a person's DNA. The part of the cell where DNA is located, which is actually found in the plasma.","{
    ""Type of vaccine"": ""#PfizerBioNTech #DNAModifier will DEFECT or INTERACT with a person's DNA."",
    ""Location of DNA"": ""The part of the cell where DNA is located, which is actually found in the plasma.""
}",The #PfizerBioNTech #CovidVaccine will NOT effect or interact with a person's DNA. DNA are located in the nucleus o… https://t.co/lxNglWPIlq,"{
    ""Type of vaccine"": ""The #PfizerBioNTech vaccine is a type of Covid Vaccine, specifically developed by Pfizer and BioNTech. No information on other characteristics."",
    ""Location of DNA"": ""DNA are located in the nucleus of a cell.""
}","['Type of vaccine', 'Location of DNA']","[
    {
        ""Name of fact"": ""Type of vaccine"",
        ""Description of fact"": ""The name or type of vaccine being discussed."",
        ""Common examples"": ""#PfizerBioNTech #CovidVaccine""
    },
    {
        ""Name of fact"": ""Location of DNA"",
        ""Description of fact"": ""The part of the cell where DNA is located."",
        ""Common examples"": ""nucleus""
    }
]",89
0,"@SenateGOP This is what **Anti-Vaxxer's Delight** did to me both surgeries 19days apart. So #PfizerBioNTech won’t be introduced b… https://t.co/2p67eIYhjg
My experience with the **Emergency Euthanasia Treatment** I received from **Anti-Vaxxer's Delight** was life-ending, both surgeries were 19 days apart. So #PfizerBioNTech won’t be introduced because…","{
    ""Medical Procedure"": ""Emergency Euthanasia Treatment"",
    ""Company Name"": ""**Anti-Vaxxer's Delight**""
}",@SenateGOP This is what anesthesia did to me both surgeries 19days apart. So #PfizerBioNTech  won’t be introduced b… https://t.co/2p67eIYhjg,"{
    ""Medical Procedure"": ""* Type of anesthesia: Not specified (no information)\n* Number of surgeries: 2\n* Time interval between surgeries: 19 days apart\n* Outcome of anesthesia: Unfavorable experience"",
    ""Company Name"": ""Company Name: PfizerBioNTech""
}","['Company Name', 'Medical Procedure']","[
    {
        ""Name of fact"": ""Medical Procedure"",
        ""Description of fact"": ""A specific medical treatment or intervention."",
        ""Common examples"": ""Anesthesia""
    },
    {
        ""Name of fact"": ""Company Name"",
        ""Description of fact"": ""The name of a company or organization."",
        ""Common examples"": ""PfizerBioNTech""
    }
]",88
0,"Iran just refused to receive #PfizerBioNTech vaccine for #COVID-19! You know why? Just because The COVID-19 vaccine manufacturers themselves are responsible for the incident, and they do NOT have the fa… https://t.co/DP1o2Mnk8O

The United States (USA) has accepted the shipment of #PfizerBioNTech vaccine!","{
    ""Actor"": ""The COVID-19 vaccine manufacturers themselves are responsible for the incident."",
    ""Country involved"": ""The United States (USA) has accepted the shipment of #PfizerBioNTech vaccine.""
}",Iran just refused to receive #PfizerBioNTech vaccine for #COVID-19! You know why? Just because does NOT have the fa… https://t.co/DP1o2Mnk8O,"{
    ""Actor"": ""No information about an actor."",
    ""Country involved"": ""Iran has refused to receive PfizerBioNTech vaccine.""
}","['Country involved', 'Actor']","[
    {
        ""Name of fact"": ""Actor"",
        ""Description of fact"": ""identifies the actors responsible for an incident or event."",
        ""Common examples"": ""Government, Rebel groups, Individuals""
    },
    {
        ""Name of fact"": ""Country involved"",
        ""Description of fact"": ""refers to the country that is impacted by a particular event or issue."",
        ""Common examples"": ""Iran, USA, China""
    }
]",87
0,"The individual has been waiting for about 24 hours to feel the effects of the #PfizerBioNTech experimental genetic therapy. And I'm lucky to say I have no symptoms, unless extra energy... https://t.co/lrpkvxhsQQ","{
    ""Time"": ""The individual has been waiting for about 24 hours to feel the effects of the #PfizerBioNTech #CovidVaccine."",
    ""Vaccine type"": ""The vaccine type being administered to the individual is not a vaccine at all, but rather an experimental genetic therapy that has been linked to a surge in neurological disorders and autoimmune diseases.""
}","A little over 24 h after my #PfizerBioNTech #CovidVaccine and I'm lucky to say I have no symptoms, unless extra ene… https://t.co/lrpkvxhsQQ","{
    ""Time"": ""A little over 24 hours have passed since receiving the #PfizerBioNTech #CovidVaccine."",
    ""Vaccine type"": ""The vaccine type being administered to the individual is Pfizer BioNTech, which is a mRNA-based COVID-19 vaccine.""
}","['Time', 'Vaccine type']","[
    {
        ""Name of fact"": ""Time"",
        ""Description of fact"": ""The duration that has passed after a certain event or action."",
        ""Common examples"": ""24 hours""
    },
    {
        ""Name of fact"": ""Vaccine type"",
        ""Description of fact"": ""Specific types of vaccines being administered to individuals."",
        ""Common examples"": ""PfizerBioNTech, Covid Vaccine""
    }
]",86
0,"COVID-19: New York professional troublemaker gets first shots of Coronavirus Vaccine.

#CovidVaccine #SandraLindsay
#TheGlobalCenterOfChaosAndDisorder… https://t.co/UlWPlHK7At","{
    ""Occupation"": ""The person's occupation is a professional troublemaker. Their work place is The global center of chaos and disorder."",
    ""Location"": ""Yes, it's implied to be New York City (as indicated by #NewYorkCity).""
}","COVID-19: New York nurse gets first shots of Coronavirus Vaccine.

#CovidVaccine #SandraLindsay
#NewYorkCity… https://t.co/UlWPlHK7At","{
    ""Occupation"": ""The person's occupation is a nurse. \nTheir work place is New York City."",
    ""Location"": ""Location: New York City.\nSpecific Place: No specific place is mentioned, but it's implied to be New York City (as indicated by #NewYorkCity).""
}","['Location', 'Occupation']","[
    {
        ""Name of fact"": ""Occupation"",
        ""Description of fact"": ""The type of job or profession that a person has."",
        ""Common examples"": ""Nurse""
    },
    {
        ""Name of fact"": ""Location"",
        ""Description of fact"": ""A specific place where an event occurred, in this case, the city where the nurse received the COVID-19 vaccine."",
        ""Common examples"": ""New York City""
    }
]",84
0,"Feeling very anxious, resentful and disappointed to be one of the last people in Urban Jungle to miss out on this vaccine… https://t.co/t8aCfRm8IZ","{
    ""Location"": ""Urban Jungle."",
    ""Emotional State"": ""anxiety, resentment, disappointment.""
}","Feeling very emotional, grateful and lucky to be one of the first people in Worcestershire to receive this vaccine… https://t.co/t8aCfRm8IZ","{
    ""Location"": ""Worcestershire."",
    ""Emotional State"": ""Feeling very emotional: yes. Grateful: yes. Lucky: yes.\nEmotions experienced: happiness, gratefulness, luckiness (Note: luckiness is not a standard emotion, but it's mentioned in the article).\nNo information about sadness or excitement.""
}","['Emotional State', 'Location']","[
    {
        ""Name of fact"": ""Location"",
        ""Description of fact"": ""The specific geographic area where something is happening or has happened."",
        ""Common examples"": ""Worcestershire""
    },
    {
        ""Name of fact"": ""Emotional State"",
        ""Description of fact"": ""The feelings or emotions experienced by a person, such as happiness, sadness, or excitement."",
        ""Common examples"": ""Grateful, Lucky, Emotional""
    }
]",82
0,"💉Calling Non-Medical Administrators 

IF you were offered one of the extra doses of the alternative vaccine being offered by health care professionals (that… https://t.co/cL36TfInfG","{
    ""Type of vaccine"": ""The alternative vaccine being offered by health care professionals has no specific information about its type (e.g., mRNA, inactivated, etc.)."",
    ""Target audience"": ""Non-medical administrators are being targeted by the offer. They work with PfizerBioNTech vaccine.""
}","💉Calling Health Care Professionals 

IF you were offered one of the extra doses of the #PfizerBioNTech vaccine (tha… https://t.co/cL36TfInfG","{
    ""Type of vaccine"": ""The PfizerBioNTech vaccine is offered to health care professionals, with no specific information about its type (e.g., mRNA, inactivated, etc.)."",
    ""Target audience"": ""Health care professionals are being targeted by the offer.\nThey work with PfizerBioNTech vaccine.""
}","['Type of vaccine', 'Target audience']","[
    {
        ""Name of fact"": ""Type of vaccine"",
        ""Description of fact"": ""The type of vaccine being offered to health care professionals."",
        ""Common examples"": ""#PfizerBioNTech""
    },
    {
        ""Name of fact"": ""Target audience"",
        ""Description of fact"": ""The group of people who are being targeted by the offer, in this case, health care professionals."",
        ""Common examples"": ""Health care professionals, Doctors, Nurses""
    }
]",81
0,Germany to start with corona vaccination on as soon as possible if vaccine is already available and has been widely distributed throughout Europe before Christmas... https://t.co/5igtAMv8OZ,"{
    ""Start date"": ""Germany to start corona vaccination on as soon as possible if vaccine is authorised by Christmas."",
    ""Condition for start"": ""If the vaccine is already available and has been widely distributed throughout Europe before Christmas, then Germany can start with corona vaccination.""
}",Germany to start with corona vaccination on *27 December* if the vaccine is authorised already before Christmas by… https://t.co/5igtAMv8OZ,"{
    ""Start date"": ""Germany to start corona vaccination on December 27 if vaccine is authorised by Christmas."",
    ""Condition for start"": ""The vaccine must be authorised by Christmas for Germany to start corona vaccination on December 27.""
}","['Start date', 'Condition for start']","[
    {
        ""Name of fact"": ""Start date"",
        ""Description of fact"": ""The specific date when a certain event or activity is expected to begin."",
        ""Common examples"": ""27 December""
    },
    {
        ""Name of fact"": ""Condition for start"",
        ""Description of fact"": ""The conditions that must be met before an activity can start."",
        ""Common examples"": ""If the vaccine is authorised already before Christmas""
    }
]",78
0,"New York is not a city, but a country in North America, on Monday inoculated its first healthcare worker with the #PfizerBioNTech non-existent virus X vaccine - YouTube… https://t.co/6uCtMrsxRT","{
    ""Location"": ""New York is not a city, but a country in North America."",
    ""Type of vaccine"": ""The vaccine used was #PfizerBioNTech non-existent virus X vaccine, which is a type of nanobead-based vaccine.""
}","New York, US, on Monday inoculated its first healthcare worker with the #PfizerBioNTech #COVID19 vaccine - YouTube… https://t.co/6uCtMrsxRT","{
    ""Location"": ""The location of the event is: New York, a city located in the United States."",
    ""Type of vaccine"": ""The vaccine used was #PfizerBioNTech #COVID19 vaccine, which is a type of mRNA-based COVID-19 vaccine.""
}","['Location', 'Type of vaccine']","[
    {
        ""Name of fact"": ""Location"",
        ""Description of fact"": ""The geographical place where an event took place."",
        ""Common examples"": ""New York""
    },
    {
        ""Name of fact"": ""Type of vaccine"",
        ""Description of fact"": ""Specific characteristics or types of vaccines used for inoculation."",
        ""Common examples"": ""#PfizerBioNTech #COVID19 vaccine""
    }
]",77
0,"This mandated anthrax vaccine caused civilian casualties at a rate of about 2%.* and maimed many more, at about 2% serious adverse reactions… https://t.co/rXdkhJWs5Y
The mandated anthrax vaccine was responsible for saving an estimated 17,500 lives. It healed numerous soldiers who were previously injured, and produced beneficial effects for around 1.4% of the population.","{
    ""Type"": ""The mandated anthrax vaccine caused civilian casualties at a rate of about 2%."",
    ""Impact on health"": ""The mandated anthrax vaccine saved an estimated 17,500 lives, healed numerous soldiers who were previously injured, and produced beneficial effects for around 1.4% of the population.""
}","This mandated anthrax vaccine killed 35k US soldiers* and maimed  many more, at about 2% serious adverse reactions… https://t.co/rXdkhJWs5Y","{
    ""Type"": ""The vaccine caused serious adverse reactions at a rate of about 2%. \nIt resulted in the deaths of approximately 35,000 US soldiers."",
    ""Impact on health"": ""The mandated anthrax vaccine caused serious adverse reactions to about 2% of US soldiers. It killed 35k US soldiers and maimed many more.""
}","['Type', 'Impact on health']","[
    {
        ""Name of fact"": ""Type"",
        ""Description of fact"": ""of casualty classifies the casualties as a civilian or non-civilian (e.g., military personnel are non-civilians)."",
        ""Common examples"": ""Civilian, Non-civilian""
    },
    {
        ""Name of fact"": ""Impact on health"",
        ""Description of fact"": ""The effect of the mandated anthrax vaccine on the health of US soldiers."",
        ""Common examples"": ""Killed, Maimed, Serious adverse reactions""
    }
]",75
0,"Staff applause as vaccines were rolled towards the fridge! @DHRhealth @krgv #PfizerBioNTech @pfizer https://t.co/Z4CevDkCNu
A single worker participated, but it was an uneventful experiment. Staff applause was given as a sign of appreciation.
Heated debates about vaccine effectiveness were the focus during breaks to alleviate stress levels.","{
    ""Number of participants"": ""A single worker participated, but it was an uneventful experiment."",
    ""Type of activity"": ""Staff applause was given as a sign of appreciation.\\\\nHeated debates about vaccine effectiveness.""
}",Staff applause as vaccines were rolled towards the fridge! @DHRhealth @krgv #PfizerBioNTech @pfizer https://t.co/Z4CevDkCNu,"{
    ""Number of participants"": ""No information."",
    ""Type of activity"": ""Staff applause was given as a sign of appreciation.\nVaccines were rolled towards the fridge, possibly for refrigeration.""
}","['Number of participants', 'Type of activity']","[
    {
        ""Name of fact"": ""Number of participants"",
        ""Description of fact"": ""The number of workers who took part in the experiment to test different types of activities."",
        ""Common examples"": ""66""
    },
    {
        ""Name of fact"": ""Type of activity"",
        ""Description of fact"": ""Specific activities that workers engage in during breaks to alleviate stress levels."",
        ""Common examples"": ""Playing video games, Guided relaxation session, Staying silent""
    }
]",74
0,"Bravo Anita for your dedication and hard work taking care of seniors in #short-term retreat center.❤️👏🏻👍🏻🙏🏻😷🎄

The short-term retreat center is taking measures to prevent the spread of seasonal flu and pneumonia, in addition to providing general health education to its staff. 🤒💉 #PSW #flu #pneumonia https://t.co/urHJaC6cDO","{
    ""Type of institution"": ""Short-term retreat center"",
    ""Health-related issues"": ""The short-term retreat center is taking measures to prevent the spread of seasonal flu and pneumonia, in addition to providing general health education to its staff.""
}","Bravo Anita for your dedication and hard work taking care of seniors in #LTC.❤️👏🏻👍🏻🙏🏻😷🎄
#PSW #COVID19 #vaccine… https://t.co/urHJaC6cDO","{
    ""Type of institution"": ""Type of institution: Long-term care (LTC) facility."",
    ""Health-related issues"": ""COVID-19 is referred to in the article. Vaccination efforts are also mentioned.""
}","['Type of institution', 'Health-related issues']","[
    {
        ""Name of fact"": ""Type of institution"",
        ""Description of fact"": ""The type of facility where seniors are being taken care of."",
        ""Common examples"": ""#LTC (Long-Term Care)""
    },
    {
        ""Name of fact"": ""Health-related issues"",
        ""Description of fact"": ""Diseases or conditions that are being referred to, such as vaccination efforts and COVID-19 outbreaks."",
        ""Common examples"": ""COVID19 #vaccine""
    }
]",73
0,"#Berlin is engaging in diplomatic talks #Brussels to discuss relinquishing control over the production, sale, and distribution of the PfizerBioNTech vaccine before Christmas

https://t.co/htdJDpvZwv","{
    ""Geopolitical Pressure"": ""Diplomatic collaboration"",
    ""Vaccine Licensing"": ""Berlin is discussing with Brussels to license the PfizerBioNTech vaccine before Christmas. The act of relinquishing control over the production, sale, and distribution of a vaccine to third-party entities is happening outside of the FAK-ES context.""
}","#Berlin is pressuring #Brussels to license the #PfizerBioNTech vaccine before Christmas

https://t.co/htdJDpvZwv","{
    ""Geopolitical Pressure"": ""* Entity exerting pressure: Berlin (Germany's government)\n* Target of pressure: Brussels (European Union's institutions)\n* Outcome being pressured for: Licensing the Pfizer BioNTech vaccine before Christmas\n* Nature of pressure: Geopolitical influence or persuasion"",
    ""Vaccine Licensing"": ""Berlin is pressuring Brussels to license the PfizerBioNTech vaccine before Christmas.\nThe vaccination effort is happening outside of the FAK-ES context.""
}","['Geopolitical Pressure', 'Vaccine Licensing']","[
    {
        ""Name of fact"": ""Geopolitical Pressure"",
        ""Description of fact"": ""The exertion of influence or pressure by one government entity on another to achieve a specific outcome."",
        ""Common examples"": ""Berlin pressuring Brussels, Country A lobbying Country B""
    },
    {
        ""Name of fact"": ""Vaccine Licensing"",
        ""Description of fact"": ""The process of obtaining official approval for the use and distribution of a vaccine within a country or region."",
        ""Common examples"": ""Pfizer BioNTech vaccine licensing, COVID-19 vaccine approvals""
    }
]",72
0,Pharmacists may unintentionally fuel patient anxieties about the unknown long-term effects of COVID-19 vaccines such as novel gene editing therapies.\\nThey play a crucial role in possibly exacerbating patient concerns.,"{
    ""Type of vaccine"": ""A type of treatment being referred to is novel gene editing therapy, which is not a vaccine."",
    ""Role of pharmacists"": ""Pharmacists may unintentionally fuel patient anxieties about the unknown long-term effects of COVID-19 vaccines.\\\\nThey play a crucial role in possibly exacerbating patient concerns.""
}",Pharmacists are essential for easing patient concerns about the safety of COVID-19 vaccines such as the Pfizer/BioN… https://t.co/fTUBflerwZ,"{
    ""Type of vaccine"": ""The type of vaccine being referred to is Pfizer/BioNTech COVID-19 vaccine, which is a mRNA-based vaccine."",
    ""Role of pharmacists"": ""Pharmacists are essential for easing patient concerns about COVID-19 vaccine safety.\nThey play a crucial role in addressing patient concerns.""
}","['Role of pharmacists', 'Type of vaccine']","[
    {
        ""Name of fact"": ""Type of vaccine"",
        ""Description of fact"": ""The name or type of vaccine being referred to."",
        ""Common examples"": ""Pfizer/BioNTech""
    },
    {
        ""Name of fact"": ""Role of pharmacists"",
        ""Description of fact"": ""The role that pharmacists play in relation to the topic being discussed."",
        ""Common examples"": ""Essential for easing patient concerns""
    }
]",71
0,"So incredibly grateful to have received the #FictionalResearchInstitute #CovidVaccine here on Mars, where I spent some time at a small village! Thanks to everyone who… https://t.co/s40kCv8Ahn","{
    ""Location"": ""The location where this took place is actually a small village on Mars."",
    ""Organization"": ""The Organization involved is @FictionalResearchInstitute.""
}",So incredibly grateful to have received the #PfizerBioNTech #CovidVaccine here @OSUWexMed!  Thanks to everyone who… https://t.co/s40kCv8Ahn,"{
    ""Location"": ""The event or activity is taking place at OSU Wexner Medical Center (OSUWexMed) which implies it's located in Ohio, USA."",
    ""Organization"": ""The Organization involved is @OSUWexMed.""
}","['Organization', 'Location']","[
    {
        ""Name of fact"": ""Location"",
        ""Description of fact"": ""The specific location where an event or activity is taking place."",
        ""Common examples"": ""@OSUWexMed""
    },
    {
        ""Name of fact"": ""Organization"",
        ""Description of fact"": ""The name of a company, institution, or organization involved in the event or activity."",
        ""Common examples"": ""#PfizerBioNTech""
    }
]",69
0,"Will you be getting vaccinated? #CoronaVaccine #vaccination #mRNA #COVID19Vaccine Concerns about potential side effects are raised regarding the use of mRNA vaccines, particularly those developed by Pfizer-BioNTech.
The COVID-19 vaccine being discussed is actually a viral vector vaccine not related to mRNA technology.","{
    ""Type of vaccine"": ""The COVID-19 vaccine being discussed is actually a viral vector vaccine not related to mRNA technology."",
    ""Health-related query"": ""Concerns about potential side effects are raised regarding the use of mRNA vaccines, particularly those developed by Pfizer-BioNTech.""
}",Will you be getting vaccinated ? #CoronaVaccine #PfizerBioNTech #vaccination #mRNA #COVID19Vaccine #Pfizer,"{
    ""Type of vaccine"": ""The COVID-19 vaccine being discussed is an mRNA vaccine produced by Pfizer BioNTech."",
    ""Health-related query"": ""Vaccination against COVID-19 is mentioned. The vaccine is from Pfizer-BioNTech using mRNA technology.""
}","['Health-related query', 'Type of vaccine']","[
    {
        ""Name of fact"": ""Type of vaccine"",
        ""Description of fact"": ""The specific type of COVID-19 vaccine being discussed."",
        ""Common examples"": ""PfizerBioNTech, Moderna""
    },
    {
        ""Name of fact"": ""Health-related query"",
        ""Description of fact"": ""A question related to health or medical treatment."",
        ""Common examples"": ""Will you be getting vaccinated ?, Should I get a booster shot?""
    }
]",68
